traditional,simplified,pinyintone,pinyinnum,pinyinnone,tonenumber,MCbaxter,MCinitial,MCfinal,MCtone,MCipa,OC,gloss,GSR,HYDZD,rad,str,Unicode
赴,赴,fù,fu1,fu,1,phjuH,ph-,-ju,qu,pʰju³,*pʰ(r)ok-s,hasten to,1210i,"53474,04",156,2,U+8D74
覆,覆,fù,fu1,fu,1,phjuwH,ph-,-juw,qu,pʰjuw³,*pʰ(r)uk-s,cover,1034m,"42808,09",146,12,U+8986
副,副,fù,fu1,fu,1,phjuwH,ph-,-juw,qu,pʰjuw³,*pʰək-s,secondary,0933s,"10347,16",18,9,U+526F
覆,覆,fù,fu1,fu,1,phjuwk,ph-,-juwk,ru,pʰjuwk⁴,*pʰ(r)uk,turn over,1034m,"42808,09",146,12,U+8986
傅,傅,fù,fu1,fu,1,pjuH,p-,-ju,qu,pju³,*p(r)a(ʔ)-s,teacher,0102u',"10201,05",9,10,U+5085
賦,赋,fù,fu1,fu,1,pjuH,p-,-ju,qu,pju³,*p(r)a-s,tax,0104g,"63644,04",154,8,U+8CE6
賦,赋,fù,fu1,fu,1,pjuH,p-,-ju,qu,pju³,*p(r)a-s,ballad,0104g,"63644,04",154,8,U+8CE6
付,付,fù,fu1,fu,1,pjuH,p-,-ju,qu,pju³,*p(r)o-s,give,0136a,"10112,05",9,3,U+4ED8
富,富,fù,fu1,fu,1,pjuwH,p-,-juw,qu,pjuw³,*pək-s,rich; wealth,0933r,"20942,04",40,9,U+5BCC
腹,腹,fù,fu1,fu,1,pjuwk,p-,-juwk,ru,pjuwk⁴,*p(r)uk,belly,1034h,"32097,01",130,9,U+8179
複,複,fù,fu1,fu,1,pjuwk,p-,-juwk,ru,pjuwk⁴,*p(r)uk,"double, lined (garment)",1034i,"53103,08",145,9,U+8907
該,该,gāi,gai1,gai,1,koj,k-,-oj,ping,koj¹,*[k]ˤə,"all, complete",0937p,"63970,07",149,6,U+8A72
改,改,gǎi,gai3,gai,3,kojX,k-,-oj,shang,koj²,*C.qˤəʔ,change (v.),0936a,"21450,01",66,3,U+6539
攺,攺,gǎi,gai3,gai,3,kojX,k-,-oj,shang,koj²,*C.qˤəʔ,change (v.),0936a,"21450,02",66,3,U+653A
蓋,盖,gài,gai4,gai,4,kajH,k-,-aj,qu,kaj³,*[k]ˤap-s,cover (v.); cover (n.),0642q,"53260,13",140,10,U+84CB
匃,匃,gài,gai4,gai,4,kajH,k-,-aj,qu,kaj³,*[k]ˤat-s,beg (v.),0313a,"10257,03",20,3,U+5303
匃,匃,gài,gai4,gai,4,kat,k-,-at,ru,kat⁴,*[k]ˤat,beg (v.),0313a,"10257,03",20,3,U+5303
概,概,gài,gai4,gai,4,kojH,k-,-oj,qu,koj³,*[k]ˤə[t]-s,to strickle,0515k,"21256,08",75,9,U+6982
溉,溉,gài,gai4,gai,4,kojH,k-,-oj,qu,koj³,*[k]ˤə[t]-s,to wash,0515l,"31689,05",85,9,U+6E89
甘,甘,gān,gan1,gan,1,kam,k-,-am,ping,kam¹,*[k]ˤ[a]m,sweet,0606a,"42413,01",99,0,U+7518
干,干,gān,gan1,gan,1,kan,k-,-an,ping,kan¹,*[k]ˤar,pole,0139a,"10405,05",51,0,U+5E72
乾,乾,gān,gan1,gan,1,kan,k-,-an,ping,kan¹,*[k]ˤar,dry,0140c,"10056,1",5,10,U+4E7E
漧,漧,gān,gan1,gan,1,kan,k-,-an,ping,kan¹,*[k]ˤar,dry,0140c,"31716,03",85,11,U+6F27
干,干,gān,gan1,gan,1,kan,k-,-an,ping,kan¹,*kˤa[r],shield (n.),0139a,"10405,05",51,0,U+5E72
奸,奸,gān,gan1,gan,1,kan,k-,-an,ping,kan¹,*kˤa[r],treacherous,0139c,"21025,01",38,3,U+5978
干,干,gān,gan1,gan,1,kan,k-,-an,ping,kan¹,*kˤar,"piece, item",0139a,"10405,05",51,0,U+5E72
干,干,gān,gan1,gan,1,kan,k-,-an,ping,kan¹,*kˤar,(placename),0139a,"10405,05",51,0,U+5E72
竿,竿,gān,gan1,gan,1,kan,k-,-an,ping,kan¹,*kˤar,"pole, rod",0139k,"52948,02",118,3,U+7AFF
肝,肝,gān,gan1,gan,1,kan,k-,-an,ping,kan¹,*s.kˤa[r],liver,0139l,"32044,03",130,3,U+809D
敢,敢,gǎn,gan3,gan,3,kamX,k-,-am,shang,kam²,*[k]ˤamʔ,dare,0607a,"21463,09",66,8,U+6562
秆,秆,gǎn,gan3,gan,3,kanX,k-,-an,shang,kan²,*kˤa[r]ʔ,straw of grain,0139j,"42591,01",115,3,U+79C6
笴,笴,gǎn,gan3,gan,3,kanX,k-,-an,shang,kan²,*kˤarʔ,shaft of an arrow,0001e,"52953,13",118,5,U+7B34
簳,簳,gǎn,gan3,gan,3,kanX,k-,-an,shang,kan²,*kˤarʔ,slender bamboo,0140k,"53020,06",118,13,U+7C33
感,感,gǎn,gan3,gan,3,komX,k-,-om,shang,kom²,*kˤ[ə]mʔ,move (emotionally) (v.t.),0671l,"42321,02",61,9,U+611F
倝,倝,gàn,gan4,gan,4,kanH,k-,-an,qu,kan³,*[k]ˤar-s,sunrise (Shuowen),0140a,"10169,04",9,8,U+501D
幹,幹,gàn,gan4,gan,4,kanH,k-,-an,qu,kan³,*[k]ˤar-s,stem; framework,0140d,"10409,09",51,10,U+5E79
贛,赣,gàn,gan4,gan,4,komX,k-,-om,shang,kom²,*k[o]mʔ,the Gàn river,1172-,"63661,19",154,17,U+8D1B
贛,赣,gàn,gan4,gan,4,komH,k-,-om,qu,kom³,*[k]ˤom-s,the Gàn river in Jiangxi,1172-,"63661,19",154,17,U+8D1B
鋼,钢,gāng,gang1,gang,1,kang,k-,-ang,ping,kaŋ¹,*C.kˤaŋ,cast iron; steel,0697h,"64220,05",167,8,U+92FC
亢,亢,gāng,gang1,gang,1,kang,k-,-ang,ping,kaŋ¹,*k-ŋˤaŋ,lift high,0698a,"10280,01",8,2,U+4EA2
剛,刚,gāng,gang1,gang,1,kang,k-,-ang,ping,kaŋ¹,*kˤaŋ,strong; hard,0697-,"10344,1",18,8,U+525B
綱,纲,gāng,gang1,gang,1,kang,k-,-ang,ping,kaŋ¹,*kˤaŋ,guiding rope of net,0697e,"53414,05",120,8,U+7DB1
高,高,gāo,gao1,gao,1,kaw,k-,-aw,ping,kaw¹,*Cə.[k]ˤaw,"high, tall",1129a,"74593,01",189,0,U+9AD8
膏,膏,gāo,gao1,gao,1,kaw,k-,-aw,ping,kaw¹,*Cə.kˤaw,lard (n.),1129i,"32103,08",130,10,U+818F
皋,皋,gāo,gao1,gao,1,kaw,k-,-aw,ping,kaw¹,*[k]ˤu,announce,1040b,"42647,15",106,5,U+768B
鼛,鼛,gāo,gao1,gao,1,kaw,k-,-aw,ping,kaw¹,*[k]ˤu,big drum,1068e,"74765,16",207,8,U+9F1B
膏,膏,gāo,gao1,gao,1,kawH,k-,-aw,qu,kaw³,*[k]ˤaw-s,smear with lard (v.),1129i,"32103,08",130,10,U+818F
稿,稿,gǎo,gao3,gao,3,kawX,k-,-aw,shang,kaw²,*Cə.[k]ˤawʔ,straw,1129f,"42625,06",115,10,U+7A3F
告,告,gào,gao4,gao,4,kawH,k-,-aw,qu,kaw³,*kˤuk-s,"announce, inform",1039a,"10589,12",30,4,U+544A
誥,诰,gào,gao4,gao,4,kawH,k-,-aw,qu,kaw³,*kˤuk-s,"announce, inform",1039e,"63976,17",149,7,U+8AA5
告,告,gào,gao4,gao,4,kowk,k-,-owk,ru,kowk⁴,*kˤuk,"announce, inform",1039a,"10589,12",30,4,U+544A
郜,郜,gào,gao4,gao,4,kowk,k-,-owk,ru,kowk⁴,*kˤuk,(place name),1039f,"63774,06",163,7,U+90DC
歌,歌,gē,ge1,ge,1,ka,k-,-a,ping,ka¹,*[k]ˤaj,"sing, song",0001q,"32147,12",76,10,U+6B4C
胳,胳,gē,ge1,ge,1,kak,k-,-ak,ru,kak⁴,*[C.q]ˤak,armpit,0766d,"32070,04",130,6,U+80F3
割,割,gē,ge1,ge,1,kat,k-,-at,ru,kat⁴,*Cə-kˤat,cut (v.); harm (v.),0314d,"10351,07",18,10,U+5272
鴿,鸽,gē,ge1,ge,1,kop,k-,-op,ru,kop⁴,*[k]ˤ[ə]p (no pre-Qín exx.),dove [not in GSR],0675-,"74630,15",196,6,U+9D3F
戈,戈,gē,ge1,ge,1,kwa,k-,-wa,ping,kwa¹,*kʷˤaj,dagger-axe,0007a,"21397,01",62,0,U+6208
𢓜,𢓜,gé,ge2,ge,2,kaek,k-,-aek,ru,kæk⁴,*kˤrak,go to,0766x,"20820,01",60,6,U+224DC
格,格,gé,ge2,ge,2,kaek,k-,-aek,ru,kæk⁴,*kˤrak,go to,0766z,"21203,06",75,6,U+683C
閣,阁,gé,ge2,ge,2,kak,k-,-ak,ru,kak⁴,*C.kˤak,"shelf, frame",0766f,"74298,02",169,6,U+95A3
葛,葛,gé,ge2,ge,2,kat,k-,-at,ru,kat⁴,*[k]ˤat,Dolichos; kudzu,0313i,"53248,03",140,9,U+845B
鬲,鬲,gé,ge2,ge,2,keak,k-,-eak,ru,kɛk⁴,*C.qˤ<r>ik,yoke,0855a,"74587,01",193,0,U+9B32
隔,隔,gé,ge2,ge,2,keak,k-,-eak,ru,kɛk⁴,*[k]ˤrek,"obstruct, separate (v.)",0855f,"64149,12",170,10,U+9694
革,革,gé,ge2,ge,2,keak,k-,-eak,ru,kɛk⁴,*kˤrək,"hide, skin",0931a,"74325,01",177,0,U+9769
革,革,gé,ge2,ge,2,keak,k-,-eak,ru,kɛk⁴,*kˤrək,change (v.),0931a,"74325,01",177,0,U+9769
韐,韐,gé,ge2,ge,2,keap,k-,-eap,ru,kɛp⁴,*[k]ˤ<r>[ə]p,knee-cover,0675j,"74505,18",178,6,U+97D0
閤,閤,gé,ge2,ge,2,kop,k-,-op,ru,kop⁴,*[k]ˤ[o]p,small gate,0675i,"74297,07",169,6,U+95A4
韐,韐,gé,ge2,ge,2,kop,k-,-op,ru,kop⁴,*[k]ˤ[ə]p,knee-cover,0675j,"74505,18",178,6,U+97D0
合,合,gě,ge3,ge,3,kop,k-,-op,ru,kop⁴,*kˤop,together; put together; combined,0675a,"10581,01",30,3,U+5408
箇,箇,gè,ge4,ge,4,kaH,k-,-a,qu,ka³,*kˤa[r]-s,"piece, item",0049f',"52983,01",118,8,U+7B87
個,个,gè,ge4,ge,4,kaH,k-,-a,qu,ka³,*kˤa[r]-s,"piece, item",0049f',"10178,03",9,8,U+500B
个,个,gè,ge4,ge,4,kaH,k-,-a,qu,ka³,*kˤa[r]-s,"tally, piece, item",0349a,"10103,01",2,2,U+4E2A
各,各,gè,ge4,ge,4,kak,k-,-ak,ru,kak⁴,*kˤak,each,0766a,"10583,01",30,3,U+5404
根,根,gēn,gen1,gen,1,kon,k-,-on,ping,kon¹,*[k]ˤə[r],"root, trunk",0416b,"21208,02",75,6,U+6839
亙,亘,gèn,gen4,gen,4,kongH,k-,-ong,qu,koŋ³,*[k]ˤəŋ-s,continuous; constant,0881a,"10019,05",7,4,U+4E99
更,更,gēng,geng1,geng,1,kaeng,k-,-aeng,ping,kæŋ¹,*kˤraŋ,change (v.),0745a,"10020,02",73,3,U+66F4
庚,庚,gēng,geng1,geng,1,kaeng,k-,-aeng,ping,kæŋ¹,*kˤraŋ,7th heavenly stem,0746a,"20879,06",53,5,U+5E9A
羹,羹,gēng,geng1,geng,1,kaeng,k-,-aeng,ping,kæŋ¹,*kˤraŋ,soup,0747a,"53139,13",123,13,U+7FB9
耕,耕,gēng,geng1,geng,1,keang,k-,-eang,ping,kɛŋ¹,*kˤ<r>eŋ,plow (v.),0808a,"42770,1",127,4,U+8015
梗,梗,gěng,geng3,geng,3,kaengX,k-,-aeng,shang,kæŋ²,*kˤraŋʔ,suffering,0745e,"21210,12",75,7,U+6897
耿,耿,gěng,geng3,geng,3,keangX,k-,-eang,shang,kɛŋ²,*[k]ˤreŋʔ,brilliant; wide awake,0809a,"42785,12",128,4,U+803F
更,更,gèng,geng4,geng,4,kaengH,k-,-aeng,qu,kæŋ³,*kˤraŋ-s,still more,0745a,"10020,02",73,3,U+66F4
供,供,gōng,gong1,gong,1,kjowng,k-,-jowng,ping,kjowŋ¹,*k<r>oŋ,"furnish; serve, offer",1182f,"10144,04",9,6,U+4F9B
龏,龏,gōng,gong1,gong,1,kjowng,k-,-jowng,ping,kjowŋ¹,*k<r>oŋ,respectful,1182g,"74804,03",212,3,U+9F8F
龔,龚,gōng,gong1,gong,1,kjowng,k-,-jowng,ping,kjowŋ¹,*k<r>oŋ,respectful,1182k,"74805,12",212,6,U+9F94
恭,恭,gōng,gong1,gong,1,kjowng,k-,-jowng,ping,kjowŋ¹,*k<r>oŋ,respectful,1182l,"42299,09",61,6,U+606D
宮,宫,gōng,gong1,gong,1,kjuwng,k-,-juwng,ping,kjuwŋ¹,*k(r)uŋ,dwelling; palace; note of scale,1006a,"20936,041",40,7,U+5BAE
躳,躳,gōng,gong1,gong,1,kjuwng,k-,-juwng,ping,kjuwŋ¹,*k(r)uŋ,"body, person",1006e,"63810,12",158,7,U+8EB3
躬,躬,gōng,gong1,gong,1,kjuwng,k-,-juwng,ping,kjuwŋ¹,*k(r)uŋ,"body, person",1006f,"63808,08",158,3,U+8EAC
弓,弓,gōng,gong1,gong,1,kjuwng,k-,-juwng,ping,kjuwŋ¹,*kʷəŋ,bow (n.),0901a,"20987,11",57,0,U+5F13
公,公,gōng,gong1,gong,1,kuwng,k-,-uwng,ping,kuwŋ¹,*C.qˤoŋ,"impartial, just; public",1173a,"10242,01",12,2,U+516C
公,公,gōng,gong1,gong,1,kuwng,k-,-uwng,ping,kuwŋ¹,*C.qˤoŋ,father; prince,1173a,"10242,01",12,2,U+516C
工,工,gōng,gong1,gong,1,kuwng,k-,-uwng,ping,kuwŋ¹,*kˤoŋ,officer,1172a,"10410,06",48,0,U+5DE5
工,工,gōng,gong1,gong,1,kuwng,k-,-uwng,ping,kuwŋ¹,*kˤoŋ,work,1172a,"10410,06",48,0,U+5DE5
功,功,gōng,gong1,gong,1,kuwng,k-,-uwng,ping,kuwŋ¹,*kˤoŋ,"work, effort",1172d,"10365,08",19,3,U+529F
攻,攻,gōng,gong1,gong,1,kuwng,k-,-uwng,ping,kuwŋ¹,*kˤoŋ,attack,1172e,"21449,06",66,3,U+653B
觥,觥,gōng,gong1,gong,1,kwaeng,k-,-waeng,ping,kwæŋ¹,*[k]ʷˤraŋ,drinking horn,0706i,"63924,03",148,6,U+89E5
𠃋,𠃋,gōng,gong1,gong,1,kwong,k-,-wong,ping,kwoŋ¹,*[k]ʷˤəŋ,(upper) arm,0887a,"10048,01",5,0,U+200CB
肱,肱,gōng,gong1,gong,1,kwong,k-,-wong,ping,kwoŋ¹,*[k]ʷˤəŋ,(upper) arm,0887f,"32047,08",130,4,U+80B1
𢀜,𢀜,gǒng,gong3,gong,3,kjowngX,k-,-jowng,shang,kjowŋ²,*k(r)oŋʔ,embrace,1172p,"10413,01",48,4,U+2201C
鞏,巩,gǒng,gong3,gong,3,kjowngX,k-,-jowng,shang,kjowŋ²,*k(r)oŋʔ,bind with leather straps,1172c',"74333,04",177,6,U+978F
廾,廾,gǒng,gong3,gong,3,kjowngX,k-,-jowng,shang,kjowŋ²,*k(r)oŋʔ,join the hands,1182a,"10513,11",55,0,U+5EFE
𠬞,𠬞,gǒng,gong3,gong,3,kjowngX,k-,-jowng,shang,kjowŋ²,*k(r)oŋʔ,join the hands,1182b,"10393,04",29,2,U+20B1E
拱,拱,gǒng,gong3,gong,3,kjowngX,k-,-jowng,shang,kjowŋ²,*k(r)oŋʔ,join the hands,1182e,"31867,02",64,6,U+62F1
拲,拲,gǒng,gong3,gong,3,kjowngX,k-,-jowng,shang,kjowŋ²,*k(r)oŋʔ,manacles,1182m,"31863,04",64,6,U+62F2
共,共,gòng,gong4,gong,4,gjowngH,g-,-jowng,qu,gjowŋ³,*N-k(r)oŋʔ-s,"together, all",1182c,"10243,02",12,4,U+5171
贛,赣,gòng,gong4,gong,4,kuwngH,k-,-uwng,qu,kuwŋ³,*[k]ˤom-s (dialect: *-om > *-oŋ),tribute,1172-,"63661,19",154,17,U+8D1B
貢,贡,gòng,gong4,gong,4,kuwngH,k-,-uwng,qu,kuwŋ³,*[k]ˤom-s ( < *[k]ˤom-s),tribute,1172g,"63624,05",154,3,U+8CA2
句,句,gōu,gou1,gou,1,kuw,k-,-uw,ping,kuw¹,*[k]ˤ(r)o,curved,0108a,"10571,03",30,2,U+53E5
溝,沟,gōu,gou1,gou,1,kuw,k-,-uw,ping,kuw¹,*[k]ˤ(r)o,irrigation canal,0109h,"31692,06",85,10,U+6E9D
篝,篝,gōu,gou1,gou,1,kuw,k-,-uw,ping,kuw¹,*[k]ˤ(r)o,bamboo cage,0109i,"52997,03",118,10,U+7BDD
鉤,钩,gōu,gou1,gou,1,kuw,k-,-uw,ping,kuw¹,*[kˤ](r)o,hook,0108c,"64188,06",167,5,U+9264
狗,狗,gǒu,gou3,gou,3,kuwX,k-,-uw,shang,kuw²,*Cə.kˤroʔ,dog,0108d,"21341,05",94,5,U+72D7
苟,苟,gǒu,gou3,gou,3,kuwX,k-,-uw,shang,kuw²,*[k]ˤ(r)oʔ,if really,0108h,"53194,12",140,5,U+82DF
句,句,gòu,gou4,gou,4,kuwH,k-,-uw,qu,kuw³,*[k]ˤ(r)ok-s,loan for 彀 draw a bow to the full,0108a,"10571,03",30,2,U+53E5
彀,彀,gòu,gou4,gou,4,kuwH,k-,-uw,qu,kuw³,*[k]ˤ(r)ok-s,draw a bow to the full,1226p,"32161,09",57,10,U+5F40
冓,冓,gòu,gou4,gou,4,kuwH,k-,-uw,qu,kuw³,*kˤ(r)o-s,中冓 inner chamber,0109a,"10100,17",13,8,U+5193
媾,媾,gòu,gou4,gou,4,kuwH,k-,-uw,qu,kuw³,*kˤ(r)o-s,2nd marriage,0109e,"21070,09",38,10,U+5ABE
覯,觏,gòu,gou4,gou,4,kuwH,k-,-uw,qu,kuw³,*kˤ(r)o-s,"come across, meet with",0109j,"63672,05",147,10,U+89AF
購,购,gòu,gou4,gou,4,kuwH,k-,-uw,qu,kuw³,*kˤ(r)o-s,"present (v.), give",0109k,"63654,02",154,10,U+8CFC
訽,訽,gòu,gou4,gou,4,xuwH,x-,-uw,qu,xuw³,*qʰˤ(r)o-s,"revile, insult",0108m,"63956,05",149,5,U+8A3D
呱,呱,gū,gu1,gu,1,ku,k-,-u,ping,ku¹,*kʷˤa,wail,0041b,"10604,1",30,5,U+5471
孤,孤,gū,gu1,gu,1,ku,k-,-u,ping,ku¹,*kʷˤa,orphan,0041c,"21014,01",39,5,U+5B64
罛,罛,gū,gu1,gu,1,ku,k-,-u,ping,ku¹,*kʷˤa,net,0041d,"42916,06",122,5,U+7F5B
姑,姑,gū,gu1,gu,1,ku,k-,-u,ping,ku¹,*kˤa,father's sister,0049g,"21035,04",38,5,U+59D1
菇,菇,gū,gu1,gu,1,ku,k-,-u,ping,ku¹,*mə.kˤa,mushroom,0049-,"53242,08",140,8,U+83C7
賈,贾,gǔ,gu3,gu,3,kuX,k-,-u,shang,ku²,*C.qˤaʔ,merchant; do business,0038b,"63637,07",154,6,U+8CC8
牯,牯,gǔ,gu3,gu,3,kuX,k-,-u,shang,ku²,*Cə.kʷˤaʔ,male (bovine),0049-,"31806,1",93,5,U+726F
羖,羖,gǔ,gu3,gu,3,kuX,k-,-u,shang,ku²,*Cə.kʷˤaʔ,ram,0051b,"53128,03",123,4,U+7F96
鼓,鼓,gǔ,gu3,gu,3,kuX,k-,-u,shang,ku²,*[k]ˤaʔ,drum (n.),0050a,"74763,01",207,0,U+9F13
鼔,鼔,gǔ,gu3,gu,3,kuX,k-,-u,shang,ku²,*[k]ˤaʔ,drum (v.),0050b,"74764,01",207,0,U+9F14
瞽,瞽,gǔ,gu3,gu,3,kuX,k-,-u,shang,ku²,*[k]ˤaʔ,blind,0050g,"42516,03",109,13,U+77BD
蠱,蛊,gǔ,gu3,gu,3,kuX,k-,-u,shang,ku²,*[k]ˤaʔ,noxious vermin,0052a,"42906,09",142,17,U+8831
股,股,gǔ,gu3,gu,3,kuX,k-,-u,shang,ku²,*kʷˤaʔ,thigh,0051a,"32051,07",130,4,U+80A1
古,古,gǔ,gu3,gu,3,kuX,k-,-u,shang,ku²,*kˤaʔ,ancient,0049a,"10568,03",30,2,U+53E4
谷,谷,gǔ,gu3,gu,3,kuwk,k-,-uwk,ru,kuwk⁴,*C.qˤok,valley,1202a,"63902,01",150,0,U+8C37
穀,穀,gǔ,gu3,gu,3,kuwk,k-,-uwk,ru,kuwk⁴,*[k]ˤok,grain,1226i,"32164,11",115,10,U+7A40
轂,毂,gǔ,gu3,gu,3,kuwk,k-,-uwk,ru,kuwk⁴,*[k]ˤok,nave of a wheel,1226j,"32166,19",159,10,U+8F42
汩,汩,gǔ,gu3,gu,3,kwot,k-,-wot,ru,kwot⁴,*[kʷ]ˤ[ə]t,regulate (rivers),0304f,"31565,01",85,4,U+6C69
骨,骨,gǔ,gu3,gu,3,kwot,k-,-wot,ru,kwot⁴,*kˤut,bone,0486a,"74406,01",188,0,U+9AA8
雇,雇,gù,gu1,gu,1,kuH,k-,-u,qu,ku³,*[C.q]ʷˤa(ʔ)-s,to hire,0053d,"64096,02",172,4,U+96C7
顧,顾,gù,gu1,gu,1,kuH,k-,-u,qu,ku³,*[k]ʷˤaʔ-s (~ *[k]ʷˤaʔ),look around,0053g,"74392,11",181,12,U+9867
痼,痼,gù,gu1,gu,1,kuH,k-,-u,qu,ku³,*[k]ˤa-s,chronic (of illness),0049-,"42680,07",104,8,U+75FC
固,固,gù,gu1,gu,1,kuH,k-,-u,qu,ku³,*[k]ˤa-s,"fortified, secure",0049f,"10716,09",31,5,U+56FA
錮,锢,gù,gu1,gu,1,kuH,k-,-u,qu,ku³,*[k]ˤaʔ-s,chronic (of illness),0049e',"64219,06",167,8,U+932E
故,故,gù,gu1,gu,1,kuH,k-,-u,qu,ku³,*kˤa(ʔ)-s,fact; reason,0049i,"21453,05",66,5,U+6545
故,故,gù,gu1,gu,1,kuH,k-,-u,qu,ku³,*kˤaʔ-s,old (not new),0049i,"21453,05",66,5,U+6545
騧,騧,guā,gua1,gua,1,kwae,k-,-wae,ping,kwæ¹,*[k]ˤroj,yellow horse with black mouth,0018b,"74562,01",187,9,U+9A27
瓜,瓜,guā,gua1,gua,1,kwae,kw-,-ae,ping,kwæ¹,*kʷˤra,"melon, gourd",0041a,"42654,01",97,0,U+74DC
刮,刮,guā,gua1,gua,1,kwaet,k-,-waet,ru,kwæt⁴,*[kʷˤ]r[a]t,scrape (v.),0302n,"10335,03",18,6,U+522E
𠯑,𠯑,guā,gua1,gua,1,kwat,k-,-wat,ru,kwat⁴,*[k]ʷˤat (Shuōwén; no pre-Qín exx.),shut the mouth,0302e,"10592,1",30,4,U+20BD1
劀,劀,guā,gua1,gua,1,kweat,k-,-weat,ru,kwɛt⁴,*[k]ʷˤri[t],scrape,0507k,"10357,01",18,12,U+5280
寡,寡,guǎ,gua3,gua,3,kwaeX,k-,-wae,shang,kwæ²,*[C.k]ʷˤraʔ,few,0042a,"20947,07",40,11,U+5BE1
冎,冎,guǎ,gua3,gua,3,kwaeX,k-,-wae,shang,kwæ²,*kʷˤrajʔ,cut meat from the bone,0018a,"10100,05",13,4,U+518E
卦,卦,guà,gua4,gua,4,kweaH,k-,-wea,qu,kwɛ³,*[k]ʷˤre-s,prognosticate with Achillea,0879s,"10094,05",25,6,U+5366
挂,挂,guà,gua4,gua,4,kweaH,k-,-wea,qu,kwɛ³,*[k]ʷˤre-s,suspend,0879t,"31865,05",64,6,U+6302
絓,絓,guà,gua4,gua,4,kweaH,k-,-wea,qu,kwɛ³,*[k]ʷˤre-s,entangled,0879v,"53390,02",120,6,U+7D53
乖,乖,guāi,guai1,guai,1,kweaj,k-,-weaj,ping,kwɛj¹,*kʷˤrəj,oppose; disorder,1240h,"10038,18",4,7,U+4E56
夬,夬,guài,guai4,guai,4,kwaejH,k-,-waej,qu,kwæj³,*[k]ʷˤret-s,"divide, make a breach",0312a,"10051,11",37,1,U+592C
怪,怪,guài,guai4,guai,4,kweajH,k-,-weaj,qu,kwɛj³,*[k]ʷˤrə-s,extraordinary,0991a,"42288,12",61,5,U+602A
關,关,guān,guan1,guan,1,kwaen,k-,-waen,ping,kwæn¹,*[k]ˤro[n],barrier,0187b,"74316,1",169,11,U+95DC
關,关,guān,guan1,guan,1,kwaen,k-,-waen,ping,kwæn¹,*[k]ˤro[n],關關 kwaen.kwaen [bird’s cry],0187b,"74316,1",169,11,U+95DC
關,关,guān,guan1,guan,1,kwaen,k-,-waen,ping,kwæn¹,*kˤro[n],間關 sound of a chariot's linchpin (Ode 218.1),0187b,"74316,1",169,11,U+95DC
倌,倌,guān,guan1,guan,1,kwaenH,k-,-waen,qu,kwæn³,*kʷˤra[n]-s,"servant, groom",0157l,"10184,04",9,8,U+500C
觀,观,guān,guan1,guan,1,kwan,k-,-wan,ping,kwan¹,*C.qʷˤar,look (v.),0158i,"63677,05",147,18,U+89C0
冠,冠,guān,guan1,guan,1,kwan,k-,-wan,ping,kwan¹,*[k.ʔ]ˤor,cap (n.),0160a,"10303,18",14,7,U+51A0
官,官,guān,guan1,guan,1,kwan,k-,-wan,ping,kwan¹,*kʷˤa[n],official (n.),0157a,"20921,04",40,5,U+5B98
棺,棺,guān,guan1,guan,1,kwan,k-,-wan,ping,kwan¹,*kʷˤa[n],inner coffin,0157e,"21238,09",75,8,U+68FA
鰥,鳏,guān,guan1,guan,1,kwean,k-,-wean,ping,kwɛn¹,*[k]ʷˤrə[n],widower,0481a,"74706,09",195,10,U+9C25
鰥,鳏,guān,guan1,guan,1,kwean,k-,-wean,ping,kwɛn¹,*[k]ʷˤrə[n],a kind of fish,0481a,"74706,09",195,10,U+9C25
綸,纶,guān,guan1,guan,1,kwean,k-,-wean,ping,kwɛn¹,*k.rˤu[n] (dialect: *k.rˤ- > *kˤr-),ribbon; kelp,0470e,"53416,1",120,8,U+7DB8
管,管,guǎn,guan3,guan,3,kwanX,k-,-wan,shang,kwan²,*[k]ˤo[n]ʔ,tube; flute,0157h,"52986,05",118,8,U+7BA1
筦,筦,guǎn,guan3,guan,3,kwanX,k-,-wan,shang,kwan²,*[k]ˤo[n]ʔ,tube; flute,0257r,"52975,16",118,7,U+7B66
痯,痯,guǎn,guan3,guan,3,kwanX,k-,-wan,shang,kwan²,*kʷˤa[n]ʔ,"exhausted, helpless",0157g,"42682,11",104,8,U+75EF
管,管,guǎn,guan3,guan,3,kwanX,k-,-wan,shang,kwan²,*kʷˤa[n]ʔ,"exhausted, helpless",0157h,"52986,05",118,8,U+7BA1
管,管,guǎn,guan3,guan,3,kwanX,k-,-wan,shang,kwan²,*kʷˤa[n]ʔ,helpless,0157h,"52986,05",118,8,U+7BA1
館,馆,guǎn,guan3,guan,3,kwanH,k-,-wan,qu,kwan³,*[k]ˤo[n]ʔ-s,lodging-house,0157k,"74461,13",184,8,U+9928
摜,掼,guàn,guan4,guan,4,kwaenH,k-,-waen,qu,kwæn³,*kˤro[n]-s,accustomed to,0159c,"31951,02",64,11,U+645C
慣,惯,guàn,guan4,guan,4,kwaenH,k-,-waen,qu,kwæn³,*kˤro[n]-s,accustomed to,0159d,"42349,01",61,11,U+6163
串,串,guàn,guan4,guan,4,kwaenH,k-,-waen,qu,kwæn³,*kˤro[n]-s,custom,0159e,"10030,02",2,6,U+4E32
貫,贯,guàn,guan4,guan,4,kwan,k-,-wan,ping,kwan¹,*kˤo[n],pass through the center,0159a,"63628,15",154,4,U+8CAB
